OBJECTID,LAD20CD,LAD20NM,LAD20NMW,BNG_E,BNG_N,LONG,LAT,SHAPE_Length,SHAPE_Area
285,E09000004,Bexley, ,549202,175434,0.146212,51.458221,36622.0074469362,-61697805.2041406
286,E09000005,Brent, ,519615,186465,-0.27568001,51.564381,33216.3568265264,-44179370.1184074
287,E09000006,Bromley, ,542036,165707,0.039246,51.372662,63022.5056476342,-150198654.580448
288,E09000007,Camden, ,527491,184283,-0.16291,51.543049,22059.4704119237,-21269432.2465965
289,E09000008,Croydon, ,533922,164744,-0.077610001,51.365971,46714.4531337075,-85975711.5309306
290,E09000009,Ealing, ,517055,181959,-0.3141,51.524422,39296.8632324367,-54703293.5005051
291,E09000010,Enfield, ,532831,196198,-0.081440002,51.648891,37695.486839901,-83007482.297192
292,E09000011,Greenwich, ,542507,175878,0.050092999,51.46394,37969.7378220854,-47364920.2022298
293,E09000012,Hackney, ,534560,185787,-0.060449999,51.55492,21351.2425933913,-19832945.175824
294,E09000013,Hammersmith and Fulham, ,523867,177993,-0.21735001,51.487331,20302.428508753,-17334834.7195822
295,E09000014,Haringey, ,531260,189349,-0.1067,51.587711,25726.8573241027,-28656867.0462134
296,E09000015,Harrow, ,515359,189736,-0.33598,51.594669,31182.0556027942,-51801479.5923005
297,E09000016,Havering, ,555032,187514,0.235368,51.565189,58349.8663174561,-113343665.892061
298,E09000017,Hillingdon, ,508166,183121,-0.44182,51.53664,55983.0930020594,-115513311.430062
299,E09000018,Hounslow, ,512737,174959,-0.37854999,51.462379,46714.5720246651,-56820418.869485
300,E09000019,Islington, ,531160,184645,-0.10989,51.54546,17529.0688543183,-15147055.2425607
301,E09000020,Kensington and Chelsea, ,525756,179058,-0.18977,51.496479,17844.7683544188,-11387818.7860765
302,E09000021,Kingston upon Thames, ,519508,167389,-0.28367001,51.39296,33046.9283689113,-37995748.2761416
303,E09000022,Lambeth, ,531118,175629,-0.11385,51.464451,28899.8950071749,-27177208.1917717
304,E09000023,Lewisham, ,537888,173343,-0.017340001,51.442299,30904.1414076361,-34353959.8027145
305,E09000024,Merton, ,526068,169508,-0.18867999,51.41058,27911.0759982996,-37363811.4060924
306,E09000025,Newham, ,540713,183346,0.027261,51.53149,25736.2094288913,-37051275.3788556
307,E09000026,Redbridge, ,543512,189477,0.070084997,51.58588,36057.1402258099,-57732626.1652955
308,E09000027,Richmond upon Thames, ,519005,172650,-0.28913999,51.44035,45187.6677868171,-57385306.9700058
309,E09000028,Southwark, ,533945,175869,-0.073080003,51.465939,28196.2949321686,-29837788.9061848
310,E09000029,Sutton, ,527357,163639,-0.17226,51.357552,32955.8516850641,-44490891.0716008
311,E09000030,Tower Hamlets, ,536340,181452,-0.03647,51.515541,25467.5256754541,-19520193.7716314
312,E09000031,Waltham Forest, ,537328,190278,-0.0188,51.594608,28358.2612712938,-39280519.9152705
313,E09000032,Wandsworth, ,525152,174138,-0.20021001,51.4524,32987.7564779204,-35067705.1437853
314,E09000033,Westminster, ,528268,180871,-0.15295,51.512211,22657.0608258363,-22896812.787828
315,N09000001,Antrim and Newtownabbey, ,130813,541285,-6.1775999,54.693859,145231.019636579,-725800900.120234
316,N09000002,"Armagh City, Banbridge and Craigavon", ,112110,508158,-6.4345498,54.3867,200894.669391751,-1436130448.67178
317,N09000003,Belfast, ,146465,529747,-5.9253502,54.59853,55370.6109094332,-137794023.25821
318,N09000004,Causeway Coast and Glens, ,106168,581420,-6.5995998,55.039619,285674.037232756,-1985252735.11038
319,N09000005,Derry City and Strabane, ,51779,559566,-7.42064,54.80904,232729.547862666,-1246637562.23224
320,N09000006,Fermanagh and Omagh, ,41233,513013,-7.5271001,54.385208,353603.406453789,-3009094379.15596
321,N09000007,Lisburn and Castlereagh, ,138712,518920,-6.03545,54.49752,133181.9440907,-511681221.176641
322,N09000008,Mid and East Antrim, ,133943,560151,-6.14645,54.86462,198438.99519978,-1064497440.10838
323,N09000009,Mid Ulster, ,83920,528564,-6.8888998,54.552731,267949.605613351,-1960344170.38619
324,N09000010,"Newry, Mourne and Down", ,133006,480432,-6.0889101,54.149529,292916.734120249,-1686596198.20426
325,N09000011,Ards and North Down, ,164321,524944,-5.64568,54.564091,133209.664417331,-568030925.714058
326,S12000005,Clackmannanshire, ,291178,696402,-3.75316,56.147839,72429.9851635155,-162845671.371449
327,S12000006,Dumfries and Galloway, ,270645,579856,-4.0286298,55.09621,672022.01350868,-6444952850.35075
328,S12000008,East Ayrshire, ,255398,624935,-4.2905698,55.496738,276686.020027799,-1272832615.86673
329,S12000010,East Lothian, ,354854,672351,-2.72435,55.94207,140169.732804195,-678145466.358989
330,S12000011,East Renfrewshire, ,251929,653115,-4.3606,55.74868,75237.1219538965,-175683611.934498
331,S12000013,Na h-Eileanan Siar, ,126473,932862,-6.6572199,58.199379,1593167.0549543,-3039462599.20003
332,S12000014,Falkirk, ,285585,680168,-3.83619,56.000751,106975.968824335,-299676135.103683
333,S12000017,Highland, ,241018,858292,-4.6610298,57.586571,3079164.071831,-26120229952.3144
334,S12000018,Inverclyde, ,227922,670894,-4.75387,55.900299,61850.5557012329,-163739790.867326
335,S12000019,Midlothian, ,330088,659217,-3.1173799,55.82111,110233.841227701,-354813985.934287
336,S12000020,Moray, ,328015,843590,-3.2020199,57.476799,339064.957230469,-2250629823.26321
337,S12000021,North Ayrshire, ,228996,651640,-4.7245998,55.72789,256094.958325885,-880765500.525266
338,S12000023,Orkney Islands, ,348293,1006584,-2.90025,58.94334,769814.66544799,-992883156.489421
339,S12000026,Scottish Borders, ,345889,626137,-2.85869,55.525951,430321.291325719,-4743912164.19185
340,S12000027,Shetland Islands, ,434516,1180307,-1.37344,60.504951,1177104.67511641,-1430696670.63469
341,S12000028,South Ayrshire, ,226545,596271,-4.7289901,55.23008,246312.345711275,-1221022680.30986
342,S12000029,South Lanarkshire, ,284634,636071,-3.83272,55.60453,247590.081940624,-1771615500.6439
343,S12000030,Stirling, ,255980,708769,-4.3259501,56.249531,286927.508850726,-2259083398.41554
344,S12000033,Aberdeen City, ,387763,808479,-2.20398,57.166969,81173.5111329446,-185667092.219948
345,S12000034,Aberdeenshire, ,352284,816277,-2.7920799,57.234692,549723.371705764,-6322067831.69114
346,S12000035,Argyll and Bute, ,200740,715443,-5.2211399,56.28944,2180350.7863094,-6963138771.9833
347,S12000036,City of Edinburgh, ,320193,669417,-3.27826,55.911201,88848.0166088863,-263257592.273749
348,S12000038,Renfrewshire, ,239305,664698,-4.5683398,55.848621,89379.6235306389,-269710252.350352
349,S12000039,West Dunbartonshire, ,242904,681586,-4.52074,56.0014,73529.8749478943,-179457861.603034
350,S12000040,West Lothian, ,299483,668514,-3.6090901,55.8992,113022.03440032,-427172577.852435
351,S12000041,Angus, ,345506,759636,-2.8921001,56.725182,245544.533640246,-2194117982.38486
352,S12000042,Dundee City, ,340291,732145,-2.9709499,56.4776,39629.433468433,-57820895.5427163
353,S12000045,East Dunbartonshire, ,261240,676154,-4.2241702,55.95829,83606.6273080683,-173578352.182457
354,S12000047,Fife, ,339187,704721,-2.9825101,56.231121,248412.092550438,-1323366821.52611
355,S12000048,Perth and Kinross, ,284302,744185,-3.88484,56.575279,485181.93105891,-5385358556.56884
356,S12000049,Glasgow City, ,261534,667033,-4.2147899,55.876492,87927.4678219518,-178529066.400246
357,S12000050,North Lanarkshire, ,277984,665608,-3.9514,55.868141,139061.786893944,-470403040.707099
358,W06000001,Isle of Anglesey,Ynys Môn,245217,378331,-4.3229799,53.279308,178589.246642386,-715231442.082908
359,W06000002,Gwynedd,Gwynedd,280555,334966,-3.7771499,52.89883,411970.88487908,-2553444316.26091
360,W06000003,Conwy,Conwy,283293,362563,-3.74646,53.147388,196263.774907246,-1137241708.58845
361,W06000004,Denbighshire,Sir Ddinbych,309843,355416,-3.34761,53.088329,188272.099609995,-834235355.649101
362,W06000005,Flintshire,Sir y Fflint,321134,369280,-3.1824801,53.21471,129153.46133386,-433977619.035637
363,W06000006,Wrexham,Wrecsam,333523,345387,-2.9920299,53.001671,155283.77627925,-506885367.147934
364,W06000008,Ceredigion,Ceredigion,267127,268437,-3.94993,52.297951,256694.621940526,-1781834006.27249
365,W06000009,Pembrokeshire,Sir Benfro,199821,221392,-4.9081802,51.855129,361065.099511939,-1628791540.66992
366,W06000010,Carmarthenshire,Sir Gaerfyrddin,247954,224133,-4.2111001,51.894951,284419.084953587,-2381092295.34466
367,W06000011,Swansea,Abertawe,264022,197308,-3.9672301,51.658058,116627.963704057,-383642324.151135
368,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,279261,195412,-3.7463801,51.644501,119094.920796963,-446558250.221829
369,W06000013,Bridgend,Pen-y-bont ar Ogwr,288231,185870,-3.61375,51.5606,76260.288572421,-249408149.727746
370,W06000014,Vale of Glamorgan,Bro Morgannwg,302947,173080,-3.39801,51.44836,86698.3425244419,-329187507.046167
371,W06000015,Cardiff,Caerdydd,315272,178887,-3.22209,51.502541,54383.2370706351,-142068104.619129
372,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,302237,192395,-3.41359,51.621849,112336.533505479,-422322765.345929
373,W06000018,Caerphilly,Caerffili,317245,195259,-3.19753,51.650009,98224.5000004764,-277815064.267857
374,W06000019,Blaenau Gwent,Blaenau Gwent,318236,206771,-3.18592,51.753639,58166.9529683021,-109273372.238997
375,W06000020,Torfaen,Torfaen,327459,200480,-3.0510099,51.69836,68469.967277748,-125716747.27971
376,W06000021,Monmouthshire,Sir Fynwy,337812,209231,-2.9028001,51.778271,181596.745221589,-854473491.101764
377,W06000022,Newport,Casnewydd,337897,187432,-2.8976901,51.58231,81882.1942381903,-192540015.193894
378,W06000023,Powys,Powys,302329,273255,-3.4353099,52.34864,504309.884311879,-5199755131.46537
379,W06000024,Merthyr Tydfil,Merthyr Tudful,305916,206424,-3.3642499,51.748581,59195.3263419334,-113429186.940101
